customer_id,gender,birth_year
529349,female,1971
529613,male,1989
529793,male,1963
529828,male,1989
529877,male,1994
529941,female,1958
530380,male,1981
530422,male,1962
530560,male,1960
530650,male,1979
530752,female,1992
530952,female,1985
531183,female,1997
531446,male,1976
531472,male,1986
531560,female,1994
531563,male,1990
531788,male,1956
531888,male,1981
531913,male,1988
531919,male,1974
532078,male,1988
532148,male,1950
532314,male,1982
532399,female,1981
532541,male,1969
532566,male,1951
532624,male,1980
532659,male,1996
532737,male,1991
532962,male,1971
533042,male,1999
533078,male,1966
533133,male,1956
533282,male,1989
533532,male,1986
533681,female,1974
533691,female,1985
533758,male,1958
533941,female,1964
534031,male,1961
534200,male,1974
534356,male,1960
534378,female,1970
534704,female,1988
535207,male,1981
535273,male,1987
535312,male,1959
535323,female,1995
535464,female,1981
535510,female,1959
535561,male,1972
536025,male,1978
536283,male,1995
536342,,
536427,female,1942
536473,male,1986
536498,male,1985
536516,male,1989
536556,male,1984
536567,female,1981
536588,female,1995
536592,female,1975
536627,male,1991
536650,male,1990
536743,female,1994
536830,male,1967
536916,female,1995
537025,female,1976
537028,male,1986
537048,female,1959
537391,female,1965
537449,male,1961
537471,male,1993
537758,female,1991
537776,male,1995
537829,female,1996
538060,male,1940
538080,female,1981
538104,female,1954
538168,female,1989
538247,female,1987
538264,male,1968
538319,male,1989
538448,male,1989
538777,male,1991
538935,female,1994
538940,male,1991
539080,male,1997
539140,male,1985
539215,male,1995
539311,male,1968
539354,female,1984
539562,,
539616,male,1959
540067,male,1995
540083,male,1959
540142,male,1973
540271,male,1982
540314,male,1953
540456,male,1988
540511,female,1980
540928,male,1989
541133,female,1978
541459,male,1998
541540,female,1972
541820,male,1987
541948,male,1986
542046,male,1977
542095,male,1983
542548,male,1966
542550,male,1974
542667,female,1942
542702,female,1952
542802,male,1958
542885,male,1945
542964,male,1990
542989,female,1993
542997,male,1994
543420,male,1985
543438,male,1983
543458,male,1961
543475,male,1976
543765,female,1956
543928,male,1988
543957,male,1980
544072,male,1981
544111,male,1977
544272,male,1973
544445,female,1966
544586,male,1990
544626,female,1993
544637,male,1970
544730,male,1968
544736,male,1961
544863,male,1989
545056,male,1992
545102,female,1959
545296,male,1967
545316,male,1988
545327,male,
545567,male,1973
545779,male,1985
545827,female,1986
545870,male,1995
545949,male,1991
546114,male,1986
546484,female,1990
546586,female,1978
546654,male,1993
546661,male,1987
546784,male,
546948,female,1963
547298,,
547421,male,1980
547554,male,1958
547566,female,1952
547601,male,1988
547639,male,1951
547780,male,1975
547858,male,1989
547984,male,1956
548129,male,1969
548143,female,1987
548150,male,1979
548183,female,1980
548241,female,1987
548361,male,1983
548406,male,1967
548550,female,1992
548921,,
549171,male,1981
549346,male,1967
549562,female,1993
549581,male,1988
549595,male,1976
549613,male,1985
549614,female,1988
549639,male,1947
549716,female,1978
549725,male,1982
549769,female,1985
549866,male,1958
550079,male,1992
550103,male,1997
550212,male,1960
550460,male,1990
550554,female,1985
550605,male,1981
550803,male,1965
550811,male,1987
550942,female,1981
551063,male,1975
551290,male,1978
551414,male,1992
551439,male,1985
551502,male,1960
551679,female,1965
551790,female,1996
551995,female,1984
552080,female,1991
552117,male,1975
552290,female,1989
552305,female,1978
552329,female,1993
552503,female,1974
552514,male,1983
552598,female,1997
552634,male,1988
552761,male,1956
552801,female,1976
552805,male,1983
552825,male,1943
553116,female,1959
553194,male,1990
553291,female,1963
553561,male,1968
553566,male,1971
553592,female,1980
553887,,
553921,male,1978
554273,female,1964
554333,male,1960
554463,male,1990
554488,male,1986
554537,male,1972
554560,male,1975
554621,male,1965
554816,male,1980
554900,female,1958
555169,female,1993
555564,male,1973
555664,female,1987
555674,male,1979
556005,male,
556079,male,1959
556091,male,1991
556093,male,1982
556132,female,1978
556249,male,1983
556294,male,
556365,male,1993
556556,female,1983
556571,female,1966
556893,female,1972
556906,,
556928,female,1959
556985,,
557085,female,1977
557305,female,1995
557325,female,1995
557478,male,1991
557537,female,1953
557632,male,1980
557679,male,1994
558085,male,1985
558102,female,1997
558208,male,1991
558451,male,1954
558673,female,1980
558843,female,1956
558847,male,1991
559010,,
559168,male,1981
559254,male,1986
559677,,
559827,male,1994
559948,male,1961
559956,female,1987
559979,male,1994
560108,male,1988
560116,female,1992
560175,female,1980
560336,male,1971
560559,male,1962
560674,female,1988
560913,male,1994
560940,male,1957
561102,female,1961
561415,male,1967
561459,male,1993
561503,,
561520,female,1976
561899,male,1989
562166,male,1978
562263,female,1977
562302,,
562647,male,1992
562734,female,1994
562955,female,1993
563059,male,1984
563123,male,1974
563236,female,1976
563443,female,1960
563491,female,1951
563599,female,1969
563617,male,1978
563651,male,1981
563959,male,1985
564003,male,1961
564010,male,1971
564145,male,1978
564231,female,1968
564295,male,1985
564408,male,1962
564472,male,1975
564497,male,1994
564528,male,1978
564637,male,1965
564779,male,1964
564831,male,1966
564835,male,1972
565150,male,1981
565185,female,1987
565302,male,1971
565351,male,1971
565453,male,1991
565609,male,1992
565748,male,1953
565749,male,1988
565817,male,1957
565900,male,1991
566040,male,1972
566095,male,1958
566356,male,1980
566410,female,1993
566542,male,1990
566620,male,1986
566631,male,1986
566647,female,1986
566667,female,1966
566679,female,1963
566681,male,1978
566742,female,1990
566766,male,1957
566768,male,1956
566882,male,1995
566962,male,1989
567298,male,1992
567515,male,1959
567596,male,1978
567617,male,1972
567637,male,1981
567700,male,1981
567926,male,1986
567995,male,1988
568004,,
568026,male,1984
568192,male,1981
568266,male,1980
568437,male,1975
568459,female,1958
568634,male,1996
568740,,
568784,male,1975
568932,male,1964
568936,male,1973
569239,female,1966
569397,male,1941
569737,male,1982
569772,male,1992
569851,male,1983
569884,male,1983
569886,female,1980
569896,female,1978
569921,female,1979
570051,female,1960
570080,male,1990
570288,female,1988
570376,male,1991
570452,male,1982
570746,male,1968
570777,male,1990
570787,male,1993
570950,female,1990
571006,female,1966
571098,male,1978
571171,female,1976
571247,male,1986
571471,male,1971
571995,male,1978
572239,male,1988
572259,male,1972
572450,male,1955
572777,,
572914,male,1959
573446,female,1970
573541,male,1966
573636,male,1969
573972,female,1981
574111,male,1942
574271,male,1988
574311,male,1976
574443,male,1997
574862,female,1991
574988,male,1980
575015,female,1984
575045,female,1951
575316,male,1976
575325,male,1983
575644,female,1980
575663,female,1984
575757,female,1956
575916,male,1970
575983,female,1971
576032,male,1991
576053,male,1975
576158,male,1966
576283,female,1966
576316,female,1956
576392,male,1961
576401,female,1986
576405,male,1980
576457,male,1976
576513,male,1961
576557,male,1990
576719,male,1989
576805,male,1971
576820,male,1981
576980,female,1991
577029,male,1983
577042,female,1973
577259,male,1976
577330,male,1946
577414,male,1985
577641,female,1977
577718,male,1988
577759,female,1984
577948,male,1996
578001,male,1979
578260,female,1970
578270,male,1985
578272,male,1982
578351,female,1971
578476,male,1965
578605,female,1981
578658,female,1971
578755,male,1972
578765,male,1947
578773,male,1992
578818,male,1984
578855,male,1990
579056,female,1982
579126,female,1982
579216,female,1976
579298,female,1968
579306,male,1991
579472,male,1973
579595,female,1965
579597,female,1993
579785,female,1966
579796,male,1987
579999,male,1979
580153,male,1976
580344,male,1986
580371,male,1988
580528,male,1954
581159,male,1988
581226,male,1981
581286,male,1989
581407,male,1980
581590,male,1954
581593,male,1993
581666,female,1989
581687,female,1988
581721,male,1980
581955,male,1993
582085,male,1965
582119,male,1986
582337,female,1975
582464,male,1977
582610,male,1980
582720,female,1944
582848,female,1976
583427,male,1966
583472,female,1991
583478,male,1991
583572,male,1978
583841,female,1988
584052,female,1992
584099,male,1980
584204,female,1987
584415,male,1973
584454,male,1994
584732,female,1991
585309,male,1968
585715,male,1971
585859,female,1961
585920,female,1998
585968,male,1979
586025,female,1968
586046,male,1995
586082,male,1985
586155,male,1995
586232,female,1984
586487,male,1996
586532,male,1980
586748,female,1985
586864,male,1977
586920,female,1970
586937,male,1982
586999,female,1978
587082,male,1992
587111,male,1995
587125,male,1986
587168,female,1974
587227,male,1983
587274,male,1979
587344,male,1986
587404,female,1994
587449,female,1982
587522,male,1989
587549,female,1974
587627,male,1975
587704,female,1978
587718,male,1970
587830,female,1981
587887,,
588131,male,1988
588169,male,1980
588182,male,1990
588356,female,1992
588450,female,1986
588463,female,1964
588465,male,1990
588530,male,1972
588537,male,1963
588827,female,1984
588842,female,1996
588877,male,1956
588887,male,1978
588919,male,1974
589071,male,1984
589130,female,1977
589173,male,1990
589274,male,1965
589301,male,1981
589389,male,1970
589449,male,1990
589472,male,1999
589815,male,1982
589840,female,
589855,male,1993
589896,male,1986
589927,male,1978
590068,male,1979
590085,female,1989
590149,female,1966
590462,male,1995
590486,male,1995
590633,female,1986
590851,male,1973
590926,female,1988
591192,female,1991
591357,male,1987
591475,female,1970
591735,female,1988
591901,male,1989
592070,male,1970
592102,female,1961
592229,male,1995
592481,male,1985
592499,female,1985
592674,female,1982
592749,male,1980
592805,male,1974
592839,male,1968
593055,male,1996
593120,female,1988
593145,female,1974
593398,male,1955
593715,male,1974
593928,female,1953
594170,female,1975
594725,male,1971
594778,male,1996
594941,,
594953,male,1967
595002,male,1969
595033,female,1975
595155,male,1994
595202,female,1986
595268,male,1987
595381,male,1993
595394,male,1962
595401,male,1980
595434,female,1986
595563,female,1993
595654,female,1952
595695,female,1982
595714,male,1963
595753,,
595854,male,1983
595872,male,1981
595914,female,1993
595928,female,1982
596019,female,1958
596021,male,1986
596041,male,1967
596054,female,1991
596202,male,1995
596219,male,1973
596473,male,1990
596533,female,1992
596540,female,1974
596587,female,1977
596675,male,1965
596794,female,1965
596886,female,1974
596928,male,1988
596930,female,1972
596957,male,1982
597003,male,1964
597621,male,1987
597761,female,1947
597779,male,1978
597800,male,1976
597928,female,1957
598065,female,1977
598128,male,1968
598215,male,1986
598297,female,1966
598378,male,1975
598389,male,1988
598394,male,1976
598516,male,1970
598581,female,1972
598646,male,1973
598807,male,1971
598899,female,1997
598994,female,1965
599117,male,1998
599260,male,1989
599527,male,1990
599956,male,1990
600038,male,1978
600305,female,1995
600326,male,1992
600375,female,1994
600424,male,1992
600550,male,1955
600718,female,1977
600968,female,1988
601085,male,1972
601263,male,1984
601313,female,1973
601322,male,1951
601345,male,1971
601364,male,1988
601409,male,1993
601410,female,1974
601516,male,1978
601576,male,1986
601752,male,1987
601757,male,1989
601763,female,1963
601857,male,1993
601975,male,1995
602111,male,1984
602435,male,1945
602520,male,1977
602544,female,1980
602672,male,1954
602807,male,1982
602938,male,1971
603000,male,1968
603048,male,1979
603498,male,1967
603970,male,1988
604019,male,1958
604088,male,1979
604108,male,1963
604337,female,1969
604537,female,1967
604883,female,1982
604998,male,1966
605002,female,1980
605024,male,1978
605249,male,1979
605274,male,1980
605290,male,1986
605397,male,1963
605400,male,1980
605416,female,1971
605556,male,1990
605591,male,1980
605606,male,1982
605823,male,1981
605824,male,1993
606098,male,1992
606124,male,1997
606257,male,1973
606409,female,1957
606667,male,1974
606890,male,1993
606929,,
606974,,
607001,male,1967
607111,male,1965
607207,male,1983
607367,male,1966
607510,male,1972
607637,male,1995
607692,male,1946
607728,male,1972
607737,male,1981
607753,female,1969
607764,female,1947
607825,male,1972
607879,male,1957
608310,female,1975
608439,male,1996
608584,male,1971
608656,male,1965
608770,male,1997
608772,male,1986
608885,male,1985
608917,male,1983
608949,male,1962
609027,female,1972
609048,female,1978
609141,male,1965
609178,female,1976
609562,female,1969
609780,male,1955
609801,male,1990
610191,male,1973
610366,male,1982
610420,male,1959
610576,male,1992
610845,male,1981
610857,male,1972
610899,male,1977
610998,female,1963
611086,female,1968
611121,female,1989
611476,male,1958
611539,male,1978
611857,male,1980
611930,female,1959
612019,male,1976
612043,male,1967
612280,male,1980
612568,male,1986
612595,female,1973
612604,female,1977
612787,female,1962
612860,male,1988
613498,female,1965
613608,male,1952
613782,female,1991
613966,male,1979
614229,male,1993
614244,male,1966
614315,,
614355,male,
614408,male,1987
614413,female,1995
614522,male,1980
614540,male,1981
614550,female,1969
614632,,
614823,male,1979
614842,male,1993
614933,male,1966
615165,male,1967
615311,female,1968
615519,male,1986
615573,male,1993
615639,male,1987
615897,female,1958
616180,male,1980
616242,female,1986
616606,female,1976
616629,female,1985
616871,male,1989
616958,female,1990
617271,male,1973
617273,female,1985
617415,female,1997
618069,male,1980
618140,male,1975
618492,male,1945
618496,male,1961
618871,male,1954
619048,female,1980
619072,male,1989
619184,male,1979
619357,female,1979
619649,female,1993
619793,,
619827,female,1990
620255,female,1984
620341,male,1979
620514,male,1970
620694,male,1970
620939,female,1964
620946,male,1989
620948,male,1973
621106,male,1988
621186,male,1956
621380,male,1995
621424,male,1964
621462,male,1971
621616,male,1960
621688,male,1987
621882,male,1972
621889,,
621928,male,1961
621940,female,1976
622086,male,1961
622148,male,1984
622157,male,1953
622171,female,1978
622340,male,1986
622839,female,1946
622856,male,1963
622904,,
623015,female,1969
623050,male,1992
623134,,
623233,female,1996
623387,,
623631,female,1970
623813,female,1979
623849,female,1990
623920,,
624087,female,1952
624122,female,1974
624278,male,1976
624404,female,1977
624623,male,1983
624708,male,1969
624744,female,1960
625016,male,1986
625112,male,1971
625165,female,1950
625207,male,1989
625269,male,1957
625280,male,1992
625492,male,1990
625585,female,1976
625654,male,1972
625678,female,1970
625717,male,1983
625824,male,1957
626018,female,1950
626614,male,1990
626627,female,1972
626931,female,1984
627001,male,1965
627076,,
627177,male,1996
627224,female,1995
627285,male,1981
627300,male,1960
627434,female,1964
627469,male,1974
627548,female,1958
627709,female,1982
627803,,
628121,male,1982
628141,female,1967
628167,male,1964
628173,male,1950
628267,female,1980
628303,male,1965
628348,female,1958
628432,male,1986
628470,male,1999
628485,female,1977
628694,female,1965
628787,male,1962
629010,male,1988
629167,female,1972
629273,male,1985
629378,male,1974
629727,male,1989
629736,female,1991
629790,male,1989
630176,male,1980
630383,female,1951
630667,female,1989
630879,female,1978
630989,male,1980
630991,female,1991
631132,female,1996
631252,female,1993
631266,male,1946
631303,female,1973
631421,male,1991
631848,male,1969
631935,female,1962
632021,female,1986
632409,female,1972
632505,male,1977
632647,male,1953
632785,male,1992
633057,male,1990
633106,male,1958
633295,male,1990
633456,female,1974
633520,male,1993
633718,female,1981
634090,male,1984
634246,male,1986
634285,male,1994
634332,male,1983
634634,male,1991
634987,female,1943
635134,male,1965
635229,female,1971
635342,female,1968
635421,male,1985
635864,female,1973
636030,female,1991
636058,female,1992
636130,female,1956
636226,female,1960
636383,,
636384,male,1976
636440,male,1979
636515,male,1956
636622,female,1978
636686,male,1983
636724,male,1967
636733,female,1984
636759,male,1993
636921,female,1994
637006,female,1977
637133,male,1940
637180,male,1986
637232,female,1997
637284,male,1964
637308,male,1989
637680,female,1965
637815,male,1967
637829,male,1974
637848,female,1961
637951,male,1965
638081,male,1982
638193,male,1973
638238,male,1976
638327,male,1991
638374,,
638474,female,1986
638535,female,1976
638703,male,1985
638968,female,1968
639247,male,1991
639562,male,1993
639618,male,1993
639855,male,1982
639928,male,1960
640085,male,1948
640094,male,1976
640240,female,1982
640266,female,1995
640435,female,1980
640511,male,1987
640546,male,1994
640665,female,1988
640756,female,1981
640970,male,1999
640990,female,1973
641039,female,1986
641070,female,1980
641175,male,1996
641234,female,1980
641241,male,1979
641247,male,1970
641253,male,1954
641257,male,1962
641259,male,1981
641525,female,1994
641547,male,1964
641578,male,1948
641594,male,1962
641853,male,1977
641933,male,1945
642221,female,1985
642347,female,1985
642445,male,1953
642705,male,1981
642744,female,1966
642760,male,1985
642884,female,1976
643121,male,1992
643123,female,1985
643147,female,1995
643175,male,1966
643193,male,1975
643370,female,1976
